Name,Title,Total students,Reviews,Udemy link,Social links
Bokos Borbala,Teacher,571,104,https://www.udemy.com/user/bokos-borbala/,[]
Dr. FAK Noble,Self Taught Computer - Ai Researcher-Scientist & Innovator,"19,722",903,https://www.udemy.com/user/noble-113/,"['https://twitter.com/https://bit.ly/33WowwA', 'https://www.facebook.com/https://www.facebook.com/NobleAryaNobleTransformationHub/', 'https://linkedin.com/https://www.linkedin.com/in/dr-fak-noble-arya-47297320b/', 'https://www.youtube.com/https://www.youtube.com/channel/UCQdp-PoQOcthLIZwVH8IKDQ']"
"Joshua Shifrin, PhD",Neuropsychologist,229,36,https://www.udemy.com/user/joshua-shifrin-2/,[]
A&S Mandarin,Professional Mandarin Teaching for 10+ years,215,48,https://www.udemy.com/user/andy-wu-100/,"['https://www.facebook.com/AndyandSarahMandarin', 'https://www.youtube.com/AskAndy']"
Educational Engineering Team,Team of skilled Engineers Sharing Knowledge with the World,"382,222","11,843",https://www.udemy.com/user/educational-engineering-team/,"['http://www.eduengteam.com', 'https://twitter.com/TeamEduEng', 'https://www.facebook.com/groups/eduengteam', 'https://linkedin.com/groups/10319280', 'https://www.youtube.com/EducationalEngineeringTeam']"
Ken Schenck,Instructor at Udemy,225,36,https://www.udemy.com/user/ken-schenck/,"['https://twitter.com/kenschenck', 'https://www.facebook.com/ken.schenck.7', 'https://linkedin.com/in/schenck-ken-a005059', 'https://www.youtube.com/@kenschenck']"
JAK IELTS expert,Trainer at Udemy,"2,902",330,https://www.udemy.com/user/jahanzaib-131/,"['https://jakinstitute.com/', 'https://www.facebook.com/JAKGLOBALEDUCATION', 'https://www.youtube.com/JAKGLOBALEDUCATION']"
Akademi TR,Instructor,"3,618",192,https://www.udemy.com/user/akademi-turkiye/,['https://t.me/akademitrudemy']
Sofian Makhlouf,University math instructor,323,34,https://www.udemy.com/user/sofian-makhlouf/,['https://www.youtube.com/channel/UCXZQep8oEgLK-mdxyrLGt7A']
John Cordova,Teacher with more than 8 years of experience in many areas,"75,009",654,https://www.udemy.com/user/john-cordova-12/,[]
Hidden Gems,Creating opportunities for those in developing countries,"3,234",127,https://www.udemy.com/user/will-e-13/,[]
Greg Martin,Passionate about research methods!!,238,61,https://www.udemy.com/user/gregmartin3/,[]
Abdullah Faizal,Math Educator,60,34,https://www.udemy.com/user/abdullah-faizal-3/,['https://www.youtube.com/@foreveryx']
Hosni Snoun,"Environmental research consultant, Instructor at Udemy",203,34,https://www.udemy.com/user/hosni-snoun/,"['https://twitter.com/HosniSnoun', 'https://linkedin.com/in/hosni-snoun-456624a4/']"
Laura Mois,Trainer and translator,155,34,https://www.udemy.com/user/laura-mois/,"['https://eduacademica.net', 'https://www.facebook.com/mois.laura']"
Ganesh R,Juicing up your Neurons,245,34,https://www.udemy.com/user/ganesha-bsrg/,"['http://www.neurogoody.com', 'https://twitter.com/neurogoody', 'https://www.facebook.com/neurogoody', 'https://www.youtube.com/neurogoody']"
Faith Counseling Institute,Equipping the Church to Disciple the Nations,"1,723",109,https://www.udemy.com/user/sarahforsythe/,['http://fbctaylors.org/institute/']
Ali Suleiman,Mechanical Design Engineer in Automotive Industry,553,210,https://www.udemy.com/user/ali-suleiman-6/,[]
Balu Rajadurai,Corporate Trainer and a Motivational Speaker,109,34,https://www.udemy.com/user/balurajadurai/,[]
Vinay Arya,Chemistry Teacher for IIT Aspirants and School Students,854,105,https://www.udemy.com/user/vinay-arya-4/,"['https://twitter.com/vinaysarya', 'https://www.facebook.com/vinaysarya@gmail.com', 'https://linkedin.com/in/vinay-arya-8891ba119/', 'https://www.youtube.com/channel/UCXV4VAs-Kqv_x8Rb2krO0BA']"
Tina Williams,National Medical Coding Consultant,577,76,https://www.udemy.com/user/tina-williams-48/,"['https://pivotmedicalcoding.com/', 'https://twitter.com/https://twitter.com/Blessing1018', 'https://www.facebook.com/https://www.facebook.com/Pivot-Medical-Coding-513394595348126/', 'https://linkedin.com/https://www.linkedin.com/in/tw3905/']"
Christian Konggaard,Psychologist,"9,160",36,https://www.udemy.com/user/christian-moller-18/,[]
Krishna Hema Thota,Course Producer,"5,204",475,https://www.udemy.com/user/thota-krishna-hema/,"['https://linkedin.com/in/krishna-hema-thota-a81728192', 'https://www.youtube.com/channel/UCe-mh7H-1GSzFlqCUPBjGiQ']"
Kasey Shah,A Life-long Learner & A Passionate Mentor!,"16,271",704,https://www.udemy.com/user/kaseyshah/,"['http://www.hellocloudcerts.com', 'https://twitter.com/kaseyshah', 'https://www.facebook.com/kasey.shah', 'https://linkedin.com/in/kaseyshah', 'https://www.youtube.com//c/KaseyShah']"
Ryan Lecour,"Automation, Lead Generation, Marketing & Sales Expert","50,350","3,723",https://www.udemy.com/user/ryanlecour/,['https://sevenfigurestaffing.com']
Karen Crowell,"Instructor, Editor, Publisher","2,830",101,https://www.udemy.com/user/karencrowell/,"['http://www.serendipitydmkc.com', 'https://twitter.com/serendipitydmkc', 'https://www.facebook.com/SerendipityDigitalMediaKc', 'https://linkedin.com/in/karen-crowell-582b544']"
Patti Beth,The Psychology of Human Development 101,225,33,https://www.udemy.com/user/pattibeth/,[]
Ben Cadenbach,Advanced Ground Instructor,144,33,https://www.udemy.com/user/bencadenbach/,[]
Dr. Aneela Mehboob,Microbiologist,116,33,https://www.udemy.com/user/aneela-mehboob/,[]
Madhusudan Sohani,Operations Research- video courses,"10,037",618,https://www.udemy.com/user/madhusudan-damodar-sohani/,"['http://professor-sohani.blogspot.com/', 'https://www.facebook.com/Madhusudan Sohani', 'https://linkedin.com/https://www.linkedin.com/in/madhusudan-sohani-5772231a4/', 'https://www.youtube.com/Madhusudan Sohani']"
Dr. Muhammad Tahir Jan,Associate Professor,"15,966","3,501",https://www.udemy.com/user/muhammad-tahir-jan/,"['https://www.themarketingschoolonline.com', 'https://www.facebook.com/TheMarketingSchoolOnline', 'https://linkedin.com//in/muhammadtahirjan/', 'https://www.youtube.com/themarketingschoolonline']"
Houda ZAHID,"Language coach, Strategic life coach",86,36,https://www.udemy.com/user/houda-zahid/,"['https://www.facebook.com/https://www.facebook.com/Learn-Tunisian-Arabic-Language-110211118141650/', 'https://www.youtube.com/https://www.youtube.com/channel/UCCpD7_Qn_O-yAA7TRiwrYBA']"
Atul Singla,PMP certified Piping Professional,"3,284",637,https://www.udemy.com/user/atul-singla-5/,"['https://epcland.com', 'https://linkedin.com/singlatul', 'https://www.youtube.com/oil&gasfundas']"
Japanese Language & Jobs 日本語とお仕事,Japanese Language : JLPT: Daily Conversation Practice,345,33,https://www.udemy.com/user/zhu-shi-hui-she-eichiandoeichi/,['https://www.youtube.com/c/JapaneseLanguageJobs']
Meme Boham,Early years educator,"4,768",245,https://www.udemy.com/user/meme-boham-2/,"['https://hsearlylearning.com', 'https://www.youtube.com/https:/https://www.youtube.com/channel/UCbM9ZaMU_mAmRWbGGmwl7nwyoutu.be/5DJy49H4-u4']"
Gülsüm Sunar,Turkish Teacher for Foreign Learners,189,33,https://www.udemy.com/user/gulsum-sunar/,[]
Vera Clark,"Reading Teacher, Author, Ready, Set, Read: Reading Program",177,34,https://www.udemy.com/user/vera-e-nelson/,['https://www.youtube.com/www.youtube.com/user/BuddyatReadySetRead']
Marina Hrabar,Consultant/trainer,"13,350",70,https://www.udemy.com/user/marina-hrabar/,"['https://hrabar.wixsite.com/marina', 'https://linkedin.com/in/marina-hrabar/']"
Udaykumar Talloju,"Certified Inpatient Coder, Motivational Speaker, Life Coach","4,072",242,https://www.udemy.com/user/uday-kumar-409/,"['https://www.tallojuudaykumar.com/', 'https://twitter.com/tallojuudayk', 'https://www.facebook.com/tallojuudaykumar', 'https://linkedin.com/in/tallojuudaykumar', 'https://www.youtube.com/tallojuudaykumar']"
Ziba Naghizadeh,"Educational designer, PhD in medical engineering",779,43,https://www.udemy.com/user/sara-6033/,['https://biomedicaltoday.com/']
Mordechai Lando,Patent Attorney,"1,895",42,https://www.udemy.com/user/mordechai-lando/,"['http://www.landocubes.com', 'https://www.facebook.com/mordechai.lando', 'https://linkedin.com/in/mordechai-lando-89a829111', 'https://www.youtube.com/channel/UCbYEefQvP8LBX-r_yf5Qnbg?view_as=subscriber']"
Ginny Smith,Science Writer & Presenter,132,32,https://www.udemy.com/user/ginny-smith-13/,"['https://twitter.com/GinnySmithSci', 'https://www.facebook.com/GinnySmithScience', 'https://linkedin.com/GinnySmithSci', 'https://www.youtube.com/GinnySmithScience']"
Alexander Taratorin,"PhD in physics, expertise in signal processing and analysis",293,40,https://www.udemy.com/user/alexander-taratorin/,['https://linkedin.com//in/alexander-taratorin']
Dr. Sadaf Ambreen,Bioinformatics Instructor Bioinformatics for Biologist,"1,847",43,https://www.udemy.com/user/sadaf-ambreen-3/,"['https://twitter.com/https://twitter.com/sadaf34376757', 'https://linkedin.com/https://www.linkedin.com/in/sadaf-ambreen-25892778/']"
Mantic wise,Consulting services in simulation modeling and optimization,"3,254",32,https://www.udemy.com/user/manticwise/,[]
Alex Lee,Historian,256,32,https://www.udemy.com/user/alex-lee-472/,[]
Nate Graham,FAA Remote Pilot and Flight Instructor,124,32,https://www.udemy.com/user/nate55/,['https://twitter.com/RemotePilotPro']
Bob Coleman,College Professor,108,35,https://www.udemy.com/user/bob-coleman-11/,"['http://www.WatchBobOnYouTube.com', 'https://www.youtube.com/youtubepreneur']"
Nicholas Kemp,Language Instructor and Infopreneur,"3,589",32,https://www.udemy.com/user/nicholaskemp/,"['https://sandwicheikaiwa.com', 'https://twitter.com/NicholasKemp']"
"David Gard, Ph.D.","Professor, Psychologist",95,32,https://www.udemy.com/user/davidgard/,"['http://thebrightfish.com', 'https://linkedin.com/www.linkedin.com/in/DavidGardPhD']"
Sheikh Muhammad Ibraheem,"Author, Engineer","6,062",88,https://www.udemy.com/user/mohammad-ibraheem-4/,"['https://sheikhibraheem.com', 'https://twitter.com/engrsibraheem', 'https://www.facebook.com/engrsibraheem', 'https://linkedin.com/in/engrsibraheem']"
Marcus Fritzsche,Language Instructor,"5,452",882,https://www.udemy.com/user/marcus-fritzsche-2/,"['https://www.123deutsch.com', 'https://twitter.com/123deutsch_com', 'https://www.facebook.com/123deutschcom', 'https://www.youtube.com/WorldABCTenerife']"
Sumita Mukherjee,"CHILDREN'S AUTHOR, SCIENCE AND ENGINEERING EDUCATOR",333,77,https://www.udemy.com/user/sumita-mukherjee/,[]
Anupal Bharali,Educator with over 25 years of experience,519,37,https://www.udemy.com/user/anupal-bharali/,"['https://www.learn-easily.com', 'https://twitter.com/Anupal Bharali', 'https://www.facebook.com/Anupal Bharali', 'https://www.youtube.com/Anupal Bharali']"
Francesco Mosconi,CEO at Catalit & Zero to Deep Learning,"25,373","3,289",https://www.udemy.com/user/francesco10/,"['http://www.francescomosconi.com', 'https://twitter.com/framosconis', 'https://linkedin.com/framosconis']"
Jai Virmani,Smart GDS Learning,376,125,https://www.udemy.com/user/jai-virmani-4/,"['https://www.facebook.com/Jai.intelligent@gmail.com', 'https://linkedin.com/https://www.linkedin.com/in/jai-virmani-9aa22a1ab']"
Matthew Cserhati,Bioinformatics PhD,325,63,https://www.udemy.com/user/matthew-cserhati-4/,['https://linkedin.com/in/matthew-cserhati-17090234/']
Simon Wild,Supply Chain Professional,752,32,https://www.udemy.com/user/simon-wild-2/,['https://linkedin.com/https://www.linkedin.com/in/simoncwild/']
Adrian Nantchev,TESOL Certified English Teacher and Lead Language Explorer,"58,101",207,https://www.udemy.com/user/adrian-nantchev/,"['https://t.me/EnglishWithAdrian', 'https://www.facebook.com/EnglishWithAdrian', 'https://www.youtube.com/c/EnglishWithAdrian']"
Lewis McBride,English (Additional Language) Specialist,212,32,https://www.udemy.com/user/lewis-mcbride-4/,[]
Syed Abid Haider Rizvi,Lead FDAS & Communications Engineer at CR18G,133,32,https://www.udemy.com/user/syed-abid-haider-rizvi/,['https://linkedin.com/https://www.linkedin.com/in/syed-abid-haider-rizvi-769b3333/']
Vineet Kumar,"C.Eng (I), AMIE",387,32,https://www.udemy.com/user/vineet-kumar-844/,"['https://www.quuq.co.in/', 'https://linkedin.com/https://www.linkedin.com/in/vineet05k/']"
Lambros Lazopoulos,Medical Student - Cameral Addict,"27,577",281,https://www.udemy.com/user/lambros-lazopoulos/,['https://www.youtube.com/https://www.youtube.com/channel/UCifBiO44M0W4lTPQSCRyAqQ']
Ibrahim Yassine,Instructor,"17,082",191,https://www.udemy.com/user/ibrahim-yassine/,['https://www.youtube.com/https://www.youtube.com/watch?v=dWwZIOSi_Vw&t=1s']
Tony Ceraso,Astronomy,"2,318",379,https://www.udemy.com/user/tony-ceraso/,"['http://www.HomeSchoolAstronomy.com', 'https://www.facebook.com/HomeSchoolAstronomy']"
Rosanna Montoute,Educational Technologist,730,31,https://www.udemy.com/user/rosannamontoute/,"['http://learningnewsnetwork.com', 'https://twitter.com/design2perform', 'https://www.facebook.com/trainingasaservice', 'https://linkedin.com/in/rosannam', 'https://www.youtube.com/RosannaMontoute']"
Dara Hok,Cambodian Tutor,651,112,https://www.udemy.com/user/dara-hok/,"['https://www.facebook.com/Qiguang Kh', 'https://linkedin.com/https://www.linkedin.com/in/dara-hok-67307a167/', 'https://www.youtube.com/learncambodian']"
Yu Qi Tang,Chinese teacher,220,30,https://www.udemy.com/user/tangyuqi/,"['http://hanzeasy.com/', 'https://www.facebook.com/https://www.facebook.com/hanzeasy']"
Deepa Joshi,Civil Engineer,214,30,https://www.udemy.com/user/deepa-joshi-28/,[]
Anthony Barra,English Language Arts Teacher,"4,820",91,https://www.udemy.com/user/anthonybarra2/,[]
Tom Carmichael,PhD in Medical Sciences from the University of Cambridge,169,37,https://www.udemy.com/user/vencel-somai/,[]
Salah Eddine,Management consultant / Udemy instructor,"4,981",47,https://www.udemy.com/user/salah-eddine-salhi/,"['https://linkedin.com/https://www.linkedin.com/in/salah-eddine-salhi-2179b9115/', 'https://www.youtube.com/@theshillshow']"
Michał Towalski,"Traveller & Coach, CEO at 10languages.com","9,669",165,https://www.udemy.com/user/michatowalski/,"['http://10languages.com', 'https://www.facebook.com/takemyconcept', 'https://linkedin.com/pub/michał-towalski/36/518/4b7']"
Paul Barton,"IT Teacher, Google Cert. Trainer, Microsoft Educator Expert.","4,200",311,https://www.udemy.com/user/paulbarton/,"['https://twitter.com/MisterBartonAU', 'https://linkedin.com/pub/paul-barton/34/8a9/809', 'https://www.youtube.com/channel/UCdBrI6uxzeVR6z_a7390d8A']"
Stefano Rastelli,Language Teacher and Language Coach,"21,529",813,https://www.udemy.com/user/stefano-rastelli/,"['https://stefanorastelli93.wixsite.com/stefanorastelli', 'https://www.facebook.com/stefanorastellilingue', 'https://linkedin.com/in/stefano-rastelli-305350b5/', 'https://www.youtube.com/channel/UC46bOfNqvR2PmRGRSYqJc9w?sub_confirmation=1']"
JAGuar93228 Gill,Mathematics,289,30,https://www.udemy.com/user/jaguar93228/,[]
NextGenaro -The Team with International Industry Expertise,Global industry experts,"3,624",164,https://www.udemy.com/user/dr-sandip-kumar-lahiri/,['https://www.nextgenaro.com/']
Plast Academy,Polymers Training Institute,546,30,https://www.udemy.com/user/plast-academy/,[]
Rishabh Srivastava,Civil Engineer,143,30,https://www.udemy.com/user/rishabh-srivastava-1862/,"['https://twitter.com/yours_rishhabh', 'https://www.facebook.com/Rishabh Srivastava', 'https://linkedin.com/in/rishabh-srivastava-12886414b']"
Sabir Shafi Lone,Planning Engineer,99,30,https://www.udemy.com/user/sabir-shafi-lone/,[]
Prof. Samer,Professor of Mechanical Engineering,"101,495","1,739",https://www.udemy.com/user/samer-ali-20/,"['https://linkedin.com/in/samer-ali-ph-d-02a3182b/', 'https://www.youtube.com/channel/UCcbluUx6tnI-An33Bjk6qhA']"
Amin Shaheen,Arabic professional teacher,"14,003",30,https://www.udemy.com/user/amin-shaheen-2/,[]
SR TR,Instructor Static Equipment,"2,238",30,https://www.udemy.com/user/suthan-rupesh-2/,"['https://twitter.com/https://twitter.com/SRTR47624959', 'https://www.facebook.com/https://www.linkedin.com/in/suthan-rupesh-b9154134/', 'https://www.youtube.com/https://www.youtube.com/channel/UCKzLOcDOAf-_AZezXK52g2Q']"
Abdurrahman TEKIN,PhD student,"48,477","2,510",https://www.udemy.com/user/abdurrahman-tekin/,['https://www.youtube.com/AbdurrahmanTekin']
Dr. Jane Adams (Ph.D.),World Of Therapy,"1,194",544,https://www.udemy.com/user/world-of-therapy/,['http://www.iaoam.com']
GM Avetik Grigoryan,Grandmaster,"5,886",134,https://www.udemy.com/user/avetik-8/,"['https://chessmood.com/', 'https://twitter.com/GmAvetik', 'https://www.facebook.com/Avetik.Grigoryan', 'https://linkedin.com/in/ave-grigoryan/', 'https://www.youtube.com/@ChessMood']"
Branson Parler,Bible/Theology Professor at Kuyper College,294,30,https://www.udemy.com/user/bransonparler/,"['http://www.bransonparler.com', 'https://twitter.com/BransonParler']"
Daniela Prochnik,English Interview Preparation Course Creator,181,30,https://www.udemy.com/user/daniela-prochnik-2/,[]
Michael Reid,Physics teacher,"1,758",30,https://www.udemy.com/user/a3ef4548-27aa-41f5-8a39-de5097776052/,"['https://123tutor.me/', 'https://www.facebook.com/123tutor.me', 'https://www.youtube.com/channel/UC_kTsxsNVqnymxIJAERYvuQ']"
Snow Caterers,Servicenow Developer,356,70,https://www.udemy.com/user/pranav-bhagat-3/,[]
ZEESHAN ARSHAD,Top 1% Freelancer (Rent A Coder) Top Freelancer (Freelancer),"49,759","2,348",https://www.udemy.com/user/zeeshanarshad/,[]
Tricia Belmonte,Marketing & Online Course Development Specialist,"40,439","1,646",https://www.udemy.com/user/triciabelmonte/,"['https://builttosellonlinecourses.com/', 'https://twitter.com/triciabelmonte', 'https://www.facebook.com/likeuscommunications', 'https://linkedin.com/in/triciabelmonte/', 'https://www.youtube.com/@funwithmarketing']"
